t,dist,yaw
1748481971.4591138,0.0,0.0
1748481971.4948566,11.87000524708065,2.7757917566002903
1748481971.6606944,0.0,0.0
1748481971.6951377,11.87000524708065,2.7757917566002903
1748481971.8597186,0.0,0.0
1748481971.8949566,11.87000524708065,2.7757917566002903
1748481972.0600924,0.0,0.0
1748481972.0950315,11.87000524708065,2.7757917566002903
1748481972.26096,0.0,0.0
1748481972.2948759,11.87000524708065,2.7757917566002903
1748481972.4597955,0.0,0.0
1748481972.495732,11.87000524708065,2.7757917566002903
1748481972.659821,0.08999451900000001,0.0
1748481972.6950512,11.770018518780025,2.7757917566002903
1748481972.860171,0.190002042,0.0
1748481972.895648,11.67003801296935,2.7757917566002903
1748481973.0597818,0.289909741,0.0
1748481973.095354,11.570003482179327,2.7757917566002903
1748481973.259572,0.3899614035,0.0
1748481973.2951796,11.470041027885562,2.7757917566002903
1748481973.4597793,0.49000128400000004,0.0
1748481973.4952128,11.370073925124366,2.7757917566002903
1748481973.6598527,0.5899727825000001,0.0
1748481973.6950467,11.270100393910514,2.7757917566002903
1748481973.8595712,0.689986454,0.0
1748481973.8956766,11.170028158788412,2.7757917566002903
1748481974.059544,0.789897359,0.0
1748481974.0950112,11.07010622819348,2.7757917566002903
1748481974.2600048,0.8899568735000001,0.0
1748481974.2955394,10.97006464172874,2.7757917566002903
1748481974.4595764,0.9899747045,0.0
1748481974.4951632,10.869980675386461,2.7757917566002903
1748481974.6593983,0.9899747045,0.020544703482958067
1748481974.6963782,10.869980675386461,2.865735111500277
1748481974.8595295,0.9899747045,0.008114125025192875
1748481974.8956835,10.869980675386461,2.9557036596502884
1748481975.0596516,0.9899747045,-0.007992434597836962
1748481975.0960417,10.869980675386461,3.0457542446002948
1748481975.2593296,0.9899747045,-0.02791998479407902
1748481975.2949023,10.869980675386461,3.135738049100303
1748481975.4593654,0.9899747045,-0.05181851432435893
1748481975.495194,10.869980675386461,-3.057503090479274
1748481975.6595688,0.9899747045,-0.07981084743926603
1748481975.6954536,10.869980675386461,-2.967419038579281
1748481975.8594728,0.9899747045,-0.11206263674342505
1748481975.895218,10.869980675386461,-2.877419353579272
1748481976.059717,0.9899747045,-0.14869996344782116
1748481976.0950196,10.869980675386461,-2.787483671629262
1748481976.259411,0.9899747045,-0.18988286674009347
1748481976.295235,10.869980675386461,-2.697470474479262
1748481976.45947,0.9899747045,-0.2358206174058792
1748481976.494794,10.869980675386461,-2.607489052729265
1748481976.659575,0.9899747045,-0.2866187227489535
1748481976.6948931,10.869980675386461,-2.5174882746792533
1748481976.859765,0.9899747045,-0.3425210612234212
1748481976.895036,10.869980675386461,-2.427517153879266
1748481977.0594773,0.9899747045,-0.4036555801105278
1748481977.0952837,10.869980675386461,-2.5175276303292704
1748481977.2593734,0.9899747045,-0.4175547132554148
1748481977.296121,10.869980675386461,-2.6070990670901764
1748481977.4597406,0.9899747045,-0.4282323223324714
1748481977.495112,10.869980675386461,-2.696192413212161
1748481977.6598217,0.9899747045,-0.43570083083499656
1748481977.6963537,10.869980675386461,-2.7850532643676202
1748481977.8594642,0.9899747045,-0.439970389740471
1748481977.8956852,10.869980675386461,-2.873664271439098
1748481978.0596592,0.9899747045,-0.4410500106030412
1748481978.094964,10.869980675386461,-2.9623233964886295
1748481978.259239,0.9899747045,-0.4389385692021475
1748481978.2948992,10.869980675386461,-3.051098179812145
1748481978.4592528,0.9899747045,-0.43363047438440655
1748481978.494981,10.869980675386461,-3.140039974250827
1748481978.6596222,0.9899747045,-0.42511991494401996
1748481978.6951003,10.869980675386461,3.0539148234164544
1748481978.8598506,0.9899747045,-0.41339472889870754
1748481978.895589,10.869980675386461,2.9643147291797676
1748481979.0593915,0.9899747045,-0.3984583327397826
1748481979.0956025,10.869980675386461,2.874325033729781
1748481979.2595484,0.9899747045,-0.3800705269596104
1748481979.2946858,10.869980675386461,2.7843238641797883
1748481979.4597886,0.9899747045,-0.3577938203019621
1748481979.4954257,10.869980675386461,2.8743016485797797
1748481979.6594713,0.9899747045,-0.3841491603254743
1748481979.6955845,10.869980675386461,2.78423359282977
1748481979.8602002,0.9899747045,-0.36200835376910295
1748481979.896159,10.869980675386461,2.8743221213297603
1748481980.0594344,0.9899747045,-0.38850556606949754
1748481980.0950563,10.869980675386461,2.784403154179762
1748481980.259608,0.9899747045,-0.3665334308384559
1748481980.2950773,10.869980675386461,2.6944115813297516
1748481980.4594033,0.9899747045,-0.3405418807057699
1748481980.4973977,10.869980675386461,2.7844246056797375
1748481980.6600802,0.9899747045,-0.3630701362732554
1748481980.6957688,10.869980675386461,2.8744171928297306
1748481980.8595822,0.9899747045,-0.38959041774472486
1748481980.8950424,10.869980675386461,2.7844129821797368
1748481981.0593777,0.9899747045,-0.36766454072901616
1748481981.0950234,10.869980675386461,2.694448697329739
1748481981.2593846,0.9899747045,-0.3416969100539249
1748481981.2951941,10.869980675386461,2.784444351229729
1748481981.4594831,0.9899747045,-0.36423547705736936
1748481981.4946837,10.869980675386461,2.8744801793297428
1748481981.659472,0.9899747045,-0.3908319249288374
1748481981.6953032,10.869980675386461,2.7844778204297485
1748481981.8599734,0.9899747045,-0.36893309335126756
1748481981.8964396,10.869980675386461,2.69442399142975
1748481982.059366,0.9899747045,-0.3430437995890059
1748481982.095707,10.869980675386461,2.7843509771297534
1748481982.259656,0.9899747045,-0.3656362185807215
1748481982.2952232,10.869980675386461,2.8743931506797424
1748481982.4596531,0.9899747045,-0.39227791406062573
1748481982.4947267,10.869980675386461,2.7843818466797416
1748481982.6593456,0.9899747045,-0.37044318642693236
1748481982.69515,10.869980675386461,2.694404669329748
1748481982.8599367,0.9899747045,-0.34458526512237436
1748481982.895059,10.869980675386461,2.784422310229735
1748481983.0597632,0.9899747045,-0.3672236317558414
1748481983.0950158,10.869980675386461,2.6944517501297356
1748481983.2593377,0.9899747045,-0.3412480248189268
1748481983.2954824,10.869980675386461,2.7845118156797413
